"first_name","last_name","gender","past_3_years_bike_related_purchases","DOB","job_title","job_industry_category","wealth_segment","deceased_indicator","owns_car","tenure","address","postcode","state","country","property_valuation","...17","...18","...19","...20","...21","Rank","Value","Age"
"Honey","Gosdin","Female",0,"1981-11-29","Software Engineer I","Property","Mass Customer","N","No",17,"066 Warner Trail",2582,"NSW","Australia",9,0.52,0.52,0.65,0.5525,322,322,1.0125,39
"Sonny","McCart","Male",35,"1992-08-27","Account Representative I","Manufacturing","High Net Worth","N","No",9,"52752 Barby Hill",3020,"VIC","Australia",9,0.43,0.43,0.5375,0.5375,324,324,1.01,28
"Deirdre","Burgoine","Female",14,"1955-01-08","Programmer III","Health","High Net Worth","N","No",7,"0 Stoughton Park",3000,"VIC","Australia",1,0.69,0.69,0.69,0.69,326,326,1.009375,66
"Aldridge","Poskitt","Male",84,"1982-02-10","VP Sales","n/a","Mass Customer","N","No",12,"7 Fordem Point",4161,"QLD","Australia",5,0.53,0.53,0.6625,0.563125,326,326,1.009375,38
"Carry","Costi","Female",32,"1972-11-26","Senior Developer","Property","Mass Customer","N","No",11,"5316 Farwell Hill",2800,"NSW","Australia",4,0.56,0.56,0.56,0.476,329,329,1,48
"Ahmed","Pickthorne","Male",46,"1959-12-25","Marketing Manager","n/a","High Net Worth","N","Yes",15,"50 American Street",2147,"NSW","Australia",9,0.7,0.875,1.09375,1.09375,329,329,1,61
"Nil","Shirer","Male",64,"1997-09-27","Librarian","Entertainment","Mass Customer","N","Yes",7,"4793 Mcbride Pass",3013,"VIC","Australia",8,0.51,0.6375,0.6375,0.541875,329,329,1,23
"Erhard","O'Moylane","Male",33,"1978-05-27","Media Manager I","Retail","Affluent Customer","N","Yes",9,"01124 Dottie Lane",3630,"VIC","Australia",2,0.55,0.6875,0.6875,0.6875,334,334,0.99875,42
"Vitia","Axtens","Female",62,"1945-08-08","Financial Advisor","Financial Services","Mass Customer","N","Yes",15,"42681 Carey Alley",2011,"NSW","Australia",10,1.03,1.2875,1.609375,1.36796875,334,334,0.99875,75
"Haskell","Moxted","Male",81,"1943-08-27","Civil Engineer","Manufacturing","Mass Customer","N","No",7,"2941 Talisman Alley",2145,"NSW","Australia",9,0.65,0.65,0.8125,0.690625,334,334,0.99875,77
"Ebony","Conrad","Female",8,"1999-10-24","Environmental Tech","Financial Services","Mass Customer","N","Yes",16,"990 Hoffman Avenue",3029,"VIC","Australia",7,0.55,0.6875,0.6875,0.584375,334,334,0.99875,21
"Lincoln","Boler","Male",53,"1976-01-24","Chief Design Engineer","n/a","Affluent Customer","N","No",14,"5 Summer Ridge Court",3207,"VIC","Australia",8,0.52,0.52,0.52,0.52,338,338,0.99609375,45
"Kylynn","Drowsfield","Female",80,"1975-03-28","Editor","n/a","High Net Worth","N","Yes",7,"5 Trailsway Avenue",3059,"VIC","Australia",9,0.8,1,1.25,1.25,338,338,0.99609375,45
"Nicole","Ruckhard","Female",93,"1969-10-09","Human Resources Manager","Health","Affluent Customer","N","Yes",17,"23694 Leroy Place",4560,"QLD","Australia",3,0.98,1.225,1.53125,1.53125,341,341,0.99,51
"Celestina","Lethardy","Female",38,"1968-12-11","Software Consultant","IT","Mass Customer","N","Yes",11,"53 Memorial Street",3163,"VIC","Australia",10,1.05,1.3125,1.640625,1.39453125,341,341,0.99,52
"Tannie","Petrakov","Male",84,"1951-11-27","Data Coordiator","IT","Affluent Customer","N","No",10,"691 Valley Edge Alley",4078,"QLD","Australia",6,0.66,0.66,0.825,0.825,341,341,0.99,69
"Bessy","Saladin","Female",22,"1939-12-22","VP Marketing","Manufacturing","Mass Customer","N","Yes",16,"60073 Pankratz Pass",4075,"QLD","Australia",10,0.4,0.5,0.625,0.53125,341,341,0.99,81
"Diego","Van den Broek","Male",17,"1964-09-28","Business Systems Development Analyst","Manufacturing","Affluent Customer","N","Yes",13,"8 Schlimgen Drive",4055,"QLD","Australia",7,0.85,1.0625,1.0625,1.0625,345,345,0.988125,56
"Cissiee","Pollington","Female",43,"1941-07-21","Associate Professor","Property","Mass Customer","N","Yes",7,"69710 Northfield Center",2256,"NSW","Australia",9,0.87,1.0875,1.359375,1.15546875,345,345,0.988125,79
"Eddy","Sturch","Male",22,"1961-02-11","Software Consultant","Financial Services","High Net Worth","N","Yes",17,"1 Kinsman Crossing",4158,"QLD","Australia",6,1.09,1.3625,1.3625,1.3625,345,345,0.988125,59
"Caron","Kezar","Female",11,"1953-08-08","Social Worker","Health","Mass Customer","N","No",5,"40553 Rigney Avenue",2835,"NSW","Australia",1,0.77,0.77,0.77,0.6545,349,349,0.9875,67
"Sandor","Stirland","Male",67,"1981-05-26","Web Developer IV","Manufacturing","High Net Worth","N","No",12,"48578 Farmco Park",3235,"VIC","Australia",10,0.79,0.79,0.9875,0.9875,349,349,0.9875,39
"Gallagher","Bromell","Male",18,"1956-12-02","Assistant Manager","n/a","Mass Customer","N","No",17,"91634 Badeau Crossing",4556,"QLD","Australia",8,0.79,0.79,0.79,0.6715,349,349,0.9875,64
"Delinda","Ech","Female",74,"1944-10-21","Environmental Specialist","Argiculture","Mass Customer","N","Yes",17,"28 Golf View Terrace",3101,"VIC","Australia",10,0.89,1.1125,1.390625,1.18203125,349,349,0.9875,76
"Hussein","Tapenden","Male",19,"1953-10-19","Pharmacist","Health","Affluent Customer","N","Yes",12,"0197 Sachs Avenue",2747,"NSW","Australia",8,1.01,1.2625,1.2625,1.2625,349,349,0.9875,67
"Giulietta","Garbott","Female",59,"2002-02-27","Technical Writer","n/a","Affluent Customer","N","Yes",14,"48297 Stuart Circle",3810,"VIC","Australia",5,1.1,1.375,1.375,1.375,355,355,0.984375,18
"Kaylyn","Jakaway","Female",45,"1980-07-30","Registered Nurse","Health","Affluent Customer","N","No",10,"67 Heath Circle",2290,"NSW","Australia",8,0.91,0.91,0.91,0.91,356,356,0.9828125,40
"Brynn","Goodyear","Female",30,"1944-11-10","Human Resources Manager","Health","Mass Customer","N","Yes",11,"3 Sheridan Lane",3075,"VIC","Australia",7,0.76,0.95,0.95,0.8075,356,356,0.9828125,76
"Pace","Clemonts","Male",99,"1990-07-28","Media Manager IV","Retail","High Net Worth","N","No",10,"335 Cambridge Hill",3122,"VIC","Australia",7,0.41,0.41,0.5125,0.5125,358,358,0.98,30
"Muffin","Grigolon","Male",7,"1979-10-31","Senior Editor","Telecommunications","Mass Customer","N","No",12,"4597 Marcy Point",2232,"NSW","Australia",10,0.88,0.88,1.1,0.935,361,361,0.9775,41
"Allsun","Biner","Female",67,"1997-12-26","Nurse Practicioner","Financial Services","Mass Customer","N","Yes",10,"9 Walton Way",2641,"NSW","Australia",2,0.8,1,1,0.85,361,361,0.9775,23
"Kenneth","Elleyne","Male",13,"1957-09-03","Technical Writer","Financial Services","Mass Customer","N","No",13,"27429 Dottie Plaza",3145,"VIC","Australia",11,0.5,0.5,0.625,0.53125,361,361,0.9775,63
"Clotilda","Southers","Female",62,"1999-11-08","Computer Systems Analyst II","Financial Services","Mass Customer","N","Yes",15,"42 Donald Hill",2323,"NSW","Australia",4,1.05,1.3125,1.3125,1.115625,361,361,0.9775,21
"Daisi","Tinwell","Female",84,"1971-12-24","Business Systems Development Analyst","Financial Services","Mass Customer","N","No",11,"19561 Express Street",2777,"NSW","Australia",8,0.75,0.75,0.9375,0.796875,366,366,0.975,49
"Gerik","Woodroof","Male",18,"1959-06-13","Paralegal","Financial Services","High Net Worth","N","Yes",9,"41 Kropf Road",3175,"VIC","Australia",7,0.61,0.7625,0.7625,0.7625,366,366,0.975,61
"Claresta","MacConnulty","Female",6,"1957-10-01","Recruiting Manager","n/a","Mass Customer","N","Yes",20,"0516 Fremont Point",2026,"NSW","Australia",9,0.52,0.65,0.8125,0.690625,366,366,0.975,63
"Arty","Fontelles","Male",50,"1994-10-21","Help Desk Technician","IT","High Net Worth","N","No",4,"7872 South Junction",3197,"VIC","Australia",4,0.68,0.68,0.68,0.68,370,370,0.97,26
"Whit","Emloch","Male",30,"1963-08-20","Food Chemist","Health","Mass Customer","N","Yes",6,"105 Carpenter Court",2220,"NSW","Australia",9,0.88,1.1,1.375,1.16875,372,372,0.966875,57
"Rowan","Summerly","Male",4,"1974-07-05","Librarian","Entertainment","Mass Customer","N","No",9,"58231 Tomscot Plaza",2209,"NSW","Australia",10,0.73,0.73,0.9125,0.775625,372,372,0.966875,46
"Ian","Rabat","Male",54,"1975-08-04","Web Designer I","Financial Services","Affluent Customer","N","No",11,"3 Loeprich Point",3204,"VIC","Australia",11,1.03,1.03,1.2875,1.2875,372,372,0.966875,45
"Reginald","Jermy","Male",7,"1960-09-12","Director of Sales","n/a","High Net Worth","N","Yes",20,"540 Katie Street",4128,"QLD","Australia",8,1.02,1.275,1.275,1.275,375,375,0.96,60
"Harriet","Brattan","Female",81,"1986-12-03","Human Resources Assistant I","Financial Services","High Net Worth","N","No",2,"66 Ruskin Parkway",3579,"VIC","Australia",1,0.79,0.79,0.9875,0.9875,378,378,0.95625,34
"Sada","Branton","Female",34,"1974-06-24","Nuclear Power Engineer","Manufacturing","Affluent Customer","N","No",14,"9736 Mitchell Pass",3199,"VIC","Australia",6,0.97,0.97,0.97,0.97,378,378,0.95625,46
"Jenelle","Mc-Kerley","Female",40,"1942-01-23","Data Coordiator","Financial Services","Mass Customer","N","Yes",16,"9 Springview Terrace",4068,"QLD","Australia",5,1.02,1.275,1.275,1.08375,378,378,0.95625,79
"Gabrila","Toopin","Female",7,"1963-01-14","Junior Executive","Manufacturing","Mass Customer","N","No",12,"1914 Oakridge Place",2456,"NSW","Australia",6,0.63,0.63,0.63,0.5355,378,378,0.95625,58
"Almira","Mangion","Female",4,"1996-01-24","VP Product Management","Financial Services","Affluent Customer","N","Yes",2,"179 Anzinger Center",2230,"NSW","Australia",12,0.87,1.0875,1.359375,1.359375,382,382,0.95,25
"Arty","Strudwick","Male",85,"1964-01-31","Data Coordiator","Health","Mass Customer","N","Yes",8,"62 Melrose Court",2211,"NSW","Australia",10,1.09,1.3625,1.703125,1.44765625,382,382,0.95,57
"Alexa","Dillet","Female",65,"1944-10-05","Product Engineer","Entertainment","Affluent Customer","N","No",17,"84650 Novick Point",2261,"NSW","Australia",7,0.54,0.54,0.54,0.54,382,382,0.95,76
"Palmer","Heaven","Male",82,"1995-05-18","Staff Scientist","Financial Services","Affluent Customer","N","Yes",9,"5 Hoard Parkway",3754,"VIC","Australia",6,0.43,0.5375,0.671875,0.671875,382,382,0.95,25
"Porter","Buckenhill","Male",46,"1954-06-14","Help Desk Operator","Manufacturing","High Net Worth","N","Yes",9,"376 Talmadge Street",4124,"QLD","Australia",7,0.78,0.975,0.975,0.975,386,386,0.945625,66
"Isadora","Ducker","Female",15,"1973-08-25","Account Executive","n/a","Affluent Customer","N","Yes",8,"2972 Holy Cross Crossing",3153,"VIC","Australia",5,0.65,0.8125,0.8125,0.8125,386,386,0.945625,47
"Giffie","Offill","Male",51,"1993-03-02","Structural Engineer","Telecommunications","Affluent Customer","N","No",5,"89 Riverside Court",4740,"QLD","Australia",3,0.76,0.76,0.76,0.76,386,386,0.945625,27
"Fara","Sarath","Female",75,"1948-06-30","Quality Control Specialist","n/a","Mass Customer","N","No",22,"540 Forest Run Plaza",2168,"NSW","Australia",7,0.88,0.88,0.88,0.748,386,386,0.945625,72
"Tamar","Windmill","Female",92,"1939-08-28","Senior Editor","Manufacturing","Affluent Customer","N","No",10,"4669 Troy Place",2207,"NSW","Australia",10,0.42,0.42,0.525,0.525,386,386,0.945625,81
"Kipp","Stockport","Male",36,"1982-12-10","Data Coordiator","Retail","Mass Customer","N","Yes",6,"02 Roth Drive",2022,"NSW","Australia",11,0.78,0.975,1.21875,1.0359375,386,386,0.945625,38
"Packston","Wackett","Male",10,"1950-04-26","Quality Engineer","Financial Services","Mass Customer","N","No",19,"7 Northridge Court",3192,"VIC","Australia",9,0.47,0.47,0.5875,0.499375,386,386,0.945625,70
"Demetria","Bausor","Female",73,"1961-12-22","Assistant Media Planner","Entertainment","Mass Customer","N","Yes",9,"97 Transport Plaza",2097,"NSW","Australia",12,0.74,0.925,1.15625,0.9828125,396,396,0.9375,59
"Lura","Fawdrie","Female",66,"2002-01-17","VP Sales","Health","Mass Customer","N","Yes",4,"67183 Anniversary Parkway",4211,"QLD","Australia",3,0.7,0.875,0.875,0.74375,396,396,0.9375,19
"Estevan","Eastment","Male",54,"1942-08-09","Environmental Specialist","Health","Mass Customer","N","Yes",21,"61926 Tomscot Hill",2019,"NSW","Australia",8,0.78,0.975,0.975,0.82875,396,396,0.9375,78
"Aloysius","Glowacz","Male",72,"1979-03-24","Financial Advisor","Financial Services","Affluent Customer","N","No",18,"07 Susan Lane",2232,"NSW","Australia",10,0.88,0.88,1.1,1.1,396,396,0.9375,41
"Bastien","Ibbeson","Male",53,"1976-11-04","Software Consultant","IT","Mass Customer","N","No",12,"43094 Kedzie Pass",2487,"NSW","Australia",5,0.82,0.82,0.82,0.697,401,401,0.935,44
"Otha","Langworthy","Female",91,"1967-01-20","Senior Financial Analyst","Financial Services","Mass Customer","N","Yes",13,"678 Lyons Trail",3130,"VIC","Australia",10,0.41,0.5125,0.640625,0.54453125,401,401,0.935,54
"Gannie","Bargh","Male",56,"1955-02-13","Analyst Programmer","n/a","Mass Customer","N","Yes",13,"1832 Burning Wood Place",3201,"VIC","Australia",7,0.84,1.05,1.05,0.8925,401,401,0.935,65
"Leese","Huckleby","Female",67,"1977-09-10","Help Desk Operator","Manufacturing","High Net Worth","N","Yes",16,"73 Riverside Trail",3777,"VIC","Australia",7,0.9,1.125,1.125,1.125,405,405,0.93,43
"Kippar","Brimilcome","Male",21,"1938-11-29","Graphic Designer","Health","Mass Customer","N","No",19,"082 Welch Lane",2089,"NSW","Australia",11,1.07,1.07,1.3375,1.136875,405,405,0.93,82
"Corinna","Beretta","Female",24,"1996-02-29","Programmer III","Health","High Net Worth","N","No",12,"72 Mccormick Circle",3023,"VIC","Australia",7,0.74,0.74,0.74,0.74,408,408,0.9296875,24
"Laurie","Odlin","Female",75,"1983-03-08","Social Worker","Health","High Net Worth","N","No",10,"15669 Arizona Trail",3194,"VIC","Australia",10,0.56,0.56,0.7,0.7,409,409,0.925,37
"Mair","Erett","Female",15,"1957-12-05","Speech Pathologist","n/a","Affluent Customer","N","No",18,"79 Armistice Parkway",2117,"NSW","Australia",7,0.47,0.47,0.47,0.47,409,409,0.925,63
"Tanner","Terlinden","Male",84,"1995-12-09","Nuclear Power Engineer","Manufacturing","Mass Customer","N","No",14,"2637 Monument Trail",3106,"VIC","Australia",11,0.62,0.62,0.775,0.65875,409,409,0.925,25
"Hilliard","Dullard","Male",65,"1954-07-18","Civil Engineer","Manufacturing","Mass Customer","N","No",17,"37919 Old Gate Park",2163,"NSW","Australia",8,0.94,0.94,0.94,0.799,409,409,0.925,66
"Justinn","Haruard","Female",48,"1958-08-28","Health Coach IV","Health","High Net Worth","N","No",11,"00 Judy Terrace",2035,"NSW","Australia",12,0.75,0.75,0.9375,0.9375,414,414,0.924375,62
"Art","Shardlow","Male",57,"1963-10-15","Data Coordiator","Argiculture","Mass Customer","N","Yes",15,"7 Clemons Circle",4350,"QLD","Australia",2,0.69,0.8625,0.8625,0.733125,415,415,0.921875,57
"Dennis","Varnham","Male",57,"1953-05-17","Assistant Media Planner","Entertainment","Affluent Customer","N","No",17,"6455 Mayfield Street",3350,"VIC","Australia",3,0.51,0.51,0.51,0.51,415,415,0.921875,67
"Freddi","Litherborough","Female",46,"1989-01-14","Product Engineer","Financial Services","Mass Customer","N","No",7,"7873 Meadow Vale Plaza",2460,"NSW","Australia",3,1.07,1.07,1.07,0.9095,418,418,0.918,32
"Salomon","Perkins","Male",76,"1998-01-12","Engineer IV","Financial Services","Affluent Customer","N","Yes",1,"45 Banding Hill",2009,"NSW","Australia",10,0.44,0.55,0.6875,0.6875,419,419,0.91640625,23
"Etan","Prinett","Male",97,"1970-01-21","Operator","Argiculture","Mass Customer","N","Yes",10,"9082 Waywood Avenue",2250,"NSW","Australia",8,0.97,1.2125,1.515625,1.28828125,420,420,0.91375,51
"Donaugh","Benedict","Male",3,"1991-12-01","Systems Administrator III","Property","Mass Customer","N","No",12,"30049 Brown Road",2233,"NSW","Australia",9,0.86,0.86,1.075,0.91375,420,420,0.91375,29
"Harwell","Kleinstein","Male",87,"1993-10-18","Sales Representative","Retail","Affluent Customer","N","No",15,"7 Huxley Trail",3818,"VIC","Australia",5,0.79,0.79,0.9875,0.9875,420,420,0.91375,27
"Cheston","Hritzko","Male",70,"1945-11-08","Software Engineer III","Manufacturing","Mass Customer","N","Yes",19,"3 Service Center",2127,"NSW","Australia",9,0.87,1.0875,1.359375,1.15546875,420,420,0.91375,75
"Suzy","Trounson","Female",13,"1947-07-19","Senior Financial Analyst","Financial Services","Mass Customer","N","Yes",20,"0627 Golf Center",4152,"QLD","Australia",9,0.77,0.9625,1.203125,1.02265625,420,420,0.91375,73
"Jobie","Runacres","Female",96,"1975-01-08","Developer IV","n/a","Mass Customer","N","Yes",18,"24960 Shopko Crossing",2528,"NSW","Australia",7,0.88,1.1,1.375,1.16875,427,427,0.9125,46
"Guenna","Filisov","Female",52,"1969-02-09","Chemical Engineer","Manufacturing","High Net Worth","N","No",13,"43 Stoughton Drive",2154,"NSW","Australia",9,0.71,0.71,0.8875,0.8875,427,427,0.9125,51
"Ottilie","Wanless","Female",51,"1940-11-10","Environmental Specialist","n/a","Affluent Customer","N","No",8,"2 David Pass",2720,"NSW","Australia",4,0.68,0.68,0.68,0.68,430,430,0.9095,80
"Kipper","Circuit","Male",23,"1974-12-12","Research Assistant IV","Argiculture","Mass Customer","N","Yes",4,"3867 Barby Hill",2140,"NSW","Australia",8,0.88,1.1,1.1,0.935,430,430,0.9095,46
"Marilin","Frome","Female",58,"1975-12-22","Account Executive","IT","Mass Customer","N","Yes",17,"52 Bobwhite Court",2219,"NSW","Australia",9,0.59,0.7375,0.921875,0.78359375,430,430,0.9095,45
"Arel","Abramovitz","Male",72,"1957-11-12","Nurse Practicioner","Health","Mass Customer","N","No",16,"32249 Sycamore Way",4650,"QLD","Australia",4,1.06,1.06,1.06,0.901,433,433,0.90625,63
"Kit","Easdon","Male",61,"1978-10-26","Director of Sales","Property","Affluent Customer","N","No",12,"3 Roth Junction",3156,"VIC","Australia",8,1,1,1,1,433,433,0.90625,42
"Frederich","Glantz","Male",37,"1997-08-27","Nuclear Power Engineer","Manufacturing","High Net Worth","N","Yes",10,"9 Glacier Hill Circle",2762,"NSW","Australia",8,0.87,1.0875,1.0875,1.0875,436,436,0.903125,23
"Rodolph","Denniss","Male",28,"1974-08-07","Geologist III","Property","Affluent Customer","N","Yes",7,"91281 Transport Center",3356,"VIC","Australia",2,0.44,0.55,0.55,0.55,436,436,0.903125,46
"Craggie","Dering","Male",47,"1952-10-05","Actuary","Financial Services","Mass Customer","N","No",7,"11 Paget Road",2125,"NSW","Australia",10,0.81,0.81,1.0125,0.860625,436,436,0.903125,68
"Giralda","MacPeake","Female",59,"1941-04-04","Librarian","Entertainment","High Net Worth","N","Yes",14,"6 Killdeer Way",2705,"NSW","Australia",1,0.76,0.95,0.95,0.95,441,441,0.901,79
"Rodney","Trethewey","Male",16,"1997-03-17","Software Consultant","Financial Services","Affluent Customer","N","No",15,"737 Service Lane",3030,"VIC","Australia",8,0.95,0.95,0.95,0.95,441,441,0.901,23
"Gleda","Howerd","Female",59,"1964-01-22","Senior Developer","IT","Mass Customer","N","No",6,"481 Moulton Place",2440,"NSW","Australia",2,0.61,0.61,0.61,0.5185,444,444,0.9,57
"Melany","Ladewig","Female",76,"1972-05-17","Research Associate","Financial Services","Mass Customer","N","Yes",10,"3864 Sheridan Alley",4130,"QLD","Australia",7,0.47,0.5875,0.5875,0.499375,444,444,0.9,48
"Claudell","Rounsefell","Male",67,"1993-11-27","VP Sales","Financial Services","Affluent Customer","N","No",8,"61416 Karstens Place",4217,"QLD","Australia",5,0.81,0.81,0.81,0.81,444,444,0.9,27
"Garwin","Nurden","Male",54,"1958-04-19","Programmer I","Property","High Net Worth","N","Yes",5,"0 Union Parkway",3142,"VIC","Australia",11,1,1.25,1.5625,1.5625,444,444,0.9,62
"Bunny","Leebetter","Female",83,"1966-04-30","Quality Engineer","Manufacturing","High Net Worth","N","Yes",8,"4 Lukken Lane",4301,"QLD","Australia",4,0.47,0.5875,0.734375,0.734375,444,444,0.9,54
"Matias","Melloi","Male",61,"1977-02-03","Legal Assistant","Retail","Affluent Customer","N","No",11,"1507 Schlimgen Trail",2155,"NSW","Australia",10,0.47,0.47,0.5875,0.5875,444,444,0.9,44
"Sada","Dowyer","Female",47,"1998-11-22","Human Resources Manager","n/a","High Net Worth","N","Yes",3,"4 Meadow Ridge Place",2090,"NSW","Australia",10,0.84,1.05,1.3125,1.3125,450,450,0.9,22
"Anet","Roseman","Female",84,"1996-11-24","Programmer Analyst III","Financial Services","Mass Customer","N","No",9,"31 Melody Circle",3814,"VIC","Australia",4,0.95,0.95,1.1875,1.009375,450,450,0.9,24
"Katie","Warhurst","Female",0,"1991-12-02","Help Desk Operator","Retail","High Net Worth","N","Yes",14,"96 Rutledge Drive",3064,"VIC","Australia",5,0.8,1,1,1,450,450,0.9,29
"Celia","Bryden","Female",12,"1943-04-06","Chemical Engineer","Manufacturing","High Net Worth","N","No",21,"2905 Towne Place",2114,"NSW","Australia",9,0.91,0.91,1.1375,1.1375,450,450,0.9,77
"Stearne","Trolley","Male",42,"1982-02-01","Automation Specialist IV","Financial Services","High Net Worth","N","No",14,"638 Caliangt Avenue",2137,"NSW","Australia",11,0.4,0.4,0.5,0.5,450,450,0.9,39
"Tristam","Larose","Male",70,"1985-01-29","VP Accounting","Financial Services","Mass Customer","N","No",17,"9645 Moose Terrace",2137,"NSW","Australia",11,0.43,0.43,0.5375,0.456875,455,455,0.8925,36
"Heloise","Fairpool","Female",17,"1976-09-07","Information Systems Manager","Manufacturing","High Net Worth","N","No",17,"005 Loeprich Way",4680,"QLD","Australia",3,0.41,0.41,0.41,0.41,455,455,0.8925,44
"Marcellina","Baynton","Female",60,"1947-03-11","Software Engineer III","Financial Services","Mass Customer","N","No",16,"56 Comanche Terrace",3141,"VIC","Australia",10,0.84,0.84,1.05,0.8925,455,455,0.8925,73
"Kori","Sparsholt","Female",59,"1940-05-19","Office Assistant II","n/a","Mass Customer","N","Yes",19,"37 Rigney Park",2171,"NSW","Australia",9,0.47,0.5875,0.734375,0.62421875,455,455,0.8925,80
"Lucky","Klainman","Female",24,"1947-11-26","Chief Design Engineer","Retail","Mass Customer","N","No",8,"0796 Barnett Plaza",3758,"VIC","Australia",4,0.85,0.85,0.85,0.7225,455,455,0.8925,73
"Erasmus","Olenchenko","Male",56,"1965-02-03","Software Test Engineer IV","Property","Mass Customer","N","Yes",5,"415 Rockefeller Trail",2484,"NSW","Australia",7,0.51,0.6375,0.6375,0.541875,464,464,0.890625,56
"Carita","Sand","Female",25,"1977-03-20","Quality Engineer","Retail","Mass Customer","N","No",16,"846 Loftsgordon Crossing",2154,"NSW","Australia",11,0.98,0.98,1.225,1.04125,464,464,0.890625,43
"Lynnett","Tipper","Female",22,"1993-08-03","Social Worker","Health","High Net Worth","N","Yes",2,"9 Ridgeview Avenue",3109,"VIC","Australia",10,1.01,1.2625,1.578125,1.578125,466,466,0.89,27
"Thorn","Stigers","Male",42,"1972-05-19","Business Systems Development Analyst","Financial Services","Mass Customer","N","No",19,"6218 Delladonna Parkway",4115,"QLD","Australia",8,0.55,0.55,0.55,0.4675,466,466,0.89,48
"Lela","Billing","Female",38,"1970-12-17","Programmer Analyst III","n/a","Mass Customer","N","Yes",18,"095 Glacier Hill Circle",2571,"NSW","Australia",7,1.05,1.3125,1.3125,1.115625,468,468,0.88984375,50
"Norah","Mapis","Female",75,"2000-12-09","Assistant Manager","Argiculture","Mass Customer","N","No",10,"057 Victoria Crossing",2263,"NSW","Australia",9,0.56,0.56,0.7,0.595,468,468,0.88984375,20
"Moina","Rosenbaum","Female",50,"2001-08-04","Graphic Designer","IT","Mass Customer","N","No",14,"0 Memorial Road",3109,"VIC","Australia",10,0.51,0.51,0.6375,0.541875,468,468,0.88984375,19
"Ceciley","Harg","Female",50,"1990-10-19","Nurse Practicioner","Retail","Mass Customer","N","Yes",4,"409 Starling Lane",4172,"QLD","Australia",7,0.59,0.7375,0.7375,0.626875,471,471,0.8875,30
"Torry","de la Valette Parisot","Male",95,"1967-03-14","VP Marketing","Telecommunications","Mass Customer","N","Yes",18,"36963 Pierstorff Terrace",3168,"VIC","Australia",9,0.61,0.7625,0.953125,0.81015625,471,471,0.8875,53
"Sigismund","Sedger","Male",9,"1999-11-29","Accountant II","Manufacturing","Affluent Customer","N","No",7,"8069 Sunbrook Way",2155,"NSW","Australia",10,0.87,0.87,1.0875,1.0875,473,473,0.884,21
"Irvine","Headon","Male",99,"1956-04-21","Geologist III","IT","Affluent Customer","N","Yes",20,"9 Hovde Way",2322,"NSW","Australia",5,0.89,1.1125,1.390625,1.390625,473,473,0.884,64
"Tomkin","Bernlin","Male",7,"2001-12-29","Food Chemist","Health","Affluent Customer","N","Yes",9,"0492 Kings Street",2480,"NSW","Australia",3,0.43,0.5375,0.5375,0.5375,475,475,0.881875,19
"Genni","Fanstone","Female",25,"1972-07-29","Administrative Assistant II","Entertainment","Mass Customer","N","No",16,"1 Fair Oaks Alley",3149,"VIC","Australia",10,0.85,0.85,1.0625,0.903125,475,475,0.881875,48
"Aloysius","Killingsworth","Male",89,"1957-02-14","VP Quality Control","n/a","Mass Customer","N","No",12,"625 Mandrake Junction",2145,"NSW","Australia",9,0.65,0.65,0.8125,0.690625,478,478,0.88,63
"Carola","Philler","Female",73,"1951-04-30","Dental Hygienist","Health","High Net Worth","N","No",15,"1037 Roth Park",2145,"NSW","Australia",7,0.5,0.5,0.5,0.5,478,478,0.88,69
"Fitzgerald","Hellikes","Male",25,"1979-07-28","Media Manager IV","Health","Mass Customer","N","Yes",10,"315 Center Park",3040,"VIC","Australia",7,0.54,0.675,0.675,0.57375,478,478,0.88,41
"Ingmar","Okenden","Male",97,"1959-03-01","Compensation Analyst","Financial Services","Mass Customer","N","Yes",8,"1 Graceland Plaza",3216,"VIC","Australia",2,0.88,1.1,1.375,1.16875,478,478,0.88,61
"Tina","Dunstan","Female",13,"1939-03-06","Account Representative IV","Retail","Affluent Customer","N","No",13,"98555 Victoria Hill",2171,"NSW","Australia",7,0.91,0.91,0.91,0.91,483,483,0.8765625,81
"Huberto","Mollatt","Male",82,"1961-08-27","Programmer IV","n/a","Mass Customer","N","Yes",14,"31121 Pierstorff Center",2770,"NSW","Australia",7,0.98,1.225,1.53125,1.3015625,483,483,0.8765625,59
"Adolpho","Bellerby","Male",46,"1944-10-25","VP Sales","Financial Services","High Net Worth","N","Yes",13,"2763 Buhler Circle",4305,"QLD","Australia",4,0.87,1.0875,1.0875,1.0875,486,486,0.875,76
"Kelsey","Hatt","Female",69,"1966-06-27","Senior Sales Associate","Financial Services","High Net Worth","N","No",8,"309 Maple Wood Pass",3930,"VIC","Australia",6,0.82,0.82,0.82,0.82,486,486,0.875,54
"Ariel","McCloid","Male",4,"1994-03-13","Human Resources Manager","n/a","High Net Worth","N","Yes",6,"99 Quincy Parkway",3630,"VIC","Australia",1,1.08,1.35,1.35,1.35,486,486,0.875,26
"Bevvy","Openshaw","Female",68,"1975-06-15","Staff Scientist","n/a","Affluent Customer","N","Yes",10,"902 Westend Lane",2318,"NSW","Australia",3,0.41,0.5125,0.5125,0.5125,486,486,0.875,45
"Alexina","Mabley","Female",72,"1975-10-12","Web Designer IV","Manufacturing","Mass Customer","N","Yes",10,"9 Rieder Junction",2573,"NSW","Australia",9,0.51,0.6375,0.796875,0.67734375,486,486,0.875,45
